,booking_check_in,booking_check_out,listing_id,unit_id,property_id,property_type,property_design,area_id,usd
18104,2018-10-09,2018-10-10,10446203,UN0163,PR0170,4.0,0.0,A0008,48.11
18105,2018-09-16,2018-09-19,10446203,UN0163,PR0170,4.0,0.0,A0008,55.9
18106,2018-10-29,2018-10-31,10446203,UN0163,PR0170,4.0,0.0,A0008,51.36
18107,2018-04-17,2018-04-20,10446203,UN0163,PR0170,4.0,0.0,A0008,55.63
18108,2019-05-18,2019-05-20,10446203,UN0163,PR0170,4.0,0.0,A0008,55.53
18109,2016-09-10,2016-09-11,10446203,UN0163,PR0170,4.0,0.0,A0008,35.98
18110,2017-06-05,2017-06-07,10446203,UN0163,PR0170,4.0,0.0,A0008,74.12
18111,2017-02-08,2017-02-10,10446203,UN0163,PR0170,4.0,0.0,A0008,38.0
18112,2016-11-12,2016-11-14,10446203,UN0163,PR0170,4.0,0.0,A0008,66.33
18113,2016-07-23,2016-07-26,10446203,UN0163,PR0170,4.0,0.0,A0008,72.13
18114,2017-01-19,2017-01-21,10446203,UN0163,PR0170,4.0,0.0,A0008,60.4
18115,2016-04-01,2016-04-05,10446203,UN0163,PR0170,4.0,0.0,A0008,33.67
18116,2016-06-27,2016-06-28,10446203,UN0163,PR0170,4.0,0.0,A0008,76.23
18117,2016-11-28,2016-12-01,10446203,UN0163,PR0170,4.0,0.0,A0008,62.6
18118,2016-10-09,2016-10-11,10446203,UN0163,PR0170,4.0,0.0,A0008,82.4
18119,2016-09-20,2016-09-22,10446203,UN0163,PR0170,4.0,0.0,A0008,71.59
18120,2016-09-12,2016-09-14,10446203,UN0163,PR0170,4.0,0.0,A0008,43.25
18121,2016-03-27,2016-04-02,10446203,UN0163,PR0170,4.0,0.0,A0008,34.31
18122,2017-03-16,2017-03-18,10446203,UN0163,PR0170,4.0,0.0,A0008,86.84
18123,2017-05-06,2017-05-07,10446203,UN0163,PR0170,4.0,0.0,A0008,71.97
18124,2017-03-29,2017-03-30,10446203,UN0163,PR0170,4.0,0.0,A0008,56.99
18125,2017-04-21,2017-04-24,10446203,UN0163,PR0170,4.0,0.0,A0008,18.97
18126,2017-01-08,2017-01-10,10446203,UN0163,PR0170,4.0,0.0,A0008,66.87
18127,2017-01-08,2017-01-09,10446203,UN0163,PR0170,4.0,0.0,A0008,60.82
18128,2016-07-08,2016-07-10,10446203,UN0163,PR0170,4.0,0.0,A0008,40.44
18129,2016-12-31,2017-01-02,10446203,UN0163,PR0170,4.0,0.0,A0008,63.1
18130,2016-12-25,2016-12-29,10446203,UN0163,PR0170,4.0,0.0,A0008,63.07
18131,2016-11-26,2016-11-27,10446203,UN0163,PR0170,4.0,0.0,A0008,32.01
18132,2016-11-26,2016-11-27,10446203,UN0163,PR0170,4.0,0.0,A0008,29.01
18133,2016-01-12,2016-01-17,10446203,UN0163,PR0170,4.0,0.0,A0008,31.4
18134,2017-04-05,2017-04-10,10446203,UN0163,PR0170,4.0,0.0,A0008,56.96
18135,2017-08-07,2017-08-08,10446203,UN0163,PR0170,4.0,0.0,A0008,81.19
18136,2016-04-29,2016-05-02,10446203,UN0163,PR0170,4.0,0.0,A0008,76.38
18137,2017-04-03,2017-04-07,10446203,UN0163,PR0170,4.0,0.0,A0008,52.94
18138,2016-10-15,2016-10-16,10446203,UN0163,PR0170,4.0,0.0,A0008,71.83
18139,2016-07-26,2016-07-30,10446203,UN0163,PR0170,4.0,0.0,A0008,83.06
18140,2017-07-23,2017-07-26,10446203,UN0163,PR0170,4.0,0.0,A0008,92.95
18141,2016-05-21,2016-05-25,10446203,UN0163,PR0170,4.0,0.0,A0008,69.29
18142,2017-03-23,2017-03-27,10446203,UN0163,PR0170,4.0,0.0,A0008,51.03
18143,2017-04-29,2017-04-30,10446203,UN0163,PR0170,4.0,0.0,A0008,52.84
18144,2017-04-22,2017-04-24,10446203,UN0163,PR0170,4.0,0.0,A0008,53.52
18145,2017-05-01,2017-05-03,10446203,UN0163,PR0170,4.0,0.0,A0008,71.78
18146,2016-05-02,2016-05-05,10446203,UN0163,PR0170,4.0,0.0,A0008,64.49
18147,2017-04-30,2017-05-01,10446203,UN0163,PR0170,4.0,0.0,A0008,53.02
18148,2017-06-20,2017-06-22,10446203,UN0163,PR0170,4.0,0.0,A0008,80.06
18149,2018-01-02,2018-01-05,10446203,UN0163,PR0170,4.0,0.0,A0008,68.26
18150,2018-04-22,2018-04-25,10446203,UN0163,PR0170,4.0,0.0,A0008,57.22
18151,2018-03-16,2018-03-19,10446203,UN0163,PR0170,4.0,0.0,A0008,60.14
18152,2018-06-25,2018-06-28,10446203,UN0163,PR0170,4.0,0.0,A0008,66.24
18153,2017-09-25,2017-09-27,10446203,UN0163,PR0170,4.0,0.0,A0008,70.82
18154,2018-04-08,2018-04-14,10446203,UN0163,PR0170,4.0,0.0,A0008,28.93
18155,2018-04-14,2018-04-16,10446203,UN0163,PR0170,4.0,0.0,A0008,66.4
18156,2017-07-29,2017-07-30,10446203,UN0163,PR0170,4.0,0.0,A0008,72.75
18157,2017-07-29,2017-08-03,10446203,UN0163,PR0170,4.0,0.0,A0008,32.95
18158,2018-05-26,2018-05-30,10446203,UN0163,PR0170,4.0,0.0,A0008,29.32
18159,2018-07-26,2018-08-03,10446203,UN0163,PR0170,4.0,0.0,A0008,64.01
18160,2018-02-07,2018-02-12,10446203,UN0163,PR0170,4.0,0.0,A0008,57.35
18161,2018-07-17,2018-07-19,10446203,UN0163,PR0170,4.0,0.0,A0008,67.36
18162,2017-10-21,2017-10-24,10446203,UN0163,PR0170,4.0,0.0,A0008,69.81
18163,2018-07-13,2018-07-20,10446203,UN0163,PR0170,4.0,0.0,A0008,71.08
18164,2017-08-26,2017-08-27,10446203,UN0163,PR0170,4.0,0.0,A0008,70.67
18165,2018-07-21,2018-07-22,10446203,UN0163,PR0170,4.0,0.0,A0008,62.75
18166,2018-05-07,2018-05-13,10446203,UN0163,PR0170,4.0,0.0,A0008,71.48
18167,2018-09-30,2018-10-02,19723670,UN0160,PR0170,4.0,0.0,A0008,30.85
18168,2018-09-20,2018-09-23,19723670,UN0160,PR0170,4.0,0.0,A0008,30.97
18169,2018-09-13,2018-09-14,19723670,UN0160,PR0170,4.0,0.0,A0008,31.06
18170,2019-08-29,2019-09-01,19723670,UN0160,PR0170,4.0,0.0,A0008,43.32
18171,2019-08-03,2019-08-05,19723670,UN0160,PR0170,4.0,0.0,A0008,34.44
18172,2019-08-12,2019-08-16,19723670,UN0160,PR0170,4.0,0.0,A0008,34.32
18173,2019-07-25,2019-07-30,19723670,UN0160,PR0170,4.0,0.0,A0008,34.99
18174,2019-04-26,2019-04-29,19723670,UN0160,PR0170,4.0,0.0,A0008,25.87
18175,2018-07-26,2018-07-27,19723670,UN0160,PR0170,4.0,0.0,A0008,31.51
18176,2018-08-01,2018-08-05,19723670,UN0160,PR0170,4.0,0.0,A0008,35.49
18177,2018-07-07,2018-07-08,18843874,UN0163,PR0170,4.0,0.0,A0008,63.4
18178,2018-09-09,2018-09-11,18843874,UN0163,PR0170,4.0,0.0,A0008,55.84
18179,2018-11-03,2018-11-05,18843874,UN0163,PR0170,4.0,0.0,A0008,61.64
18180,2018-11-17,2018-11-20,18843874,UN0163,PR0170,4.0,0.0,A0008,62.93
18181,2018-12-23,2018-12-26,18843874,UN0163,PR0170,4.0,0.0,A0008,76.91
18182,2019-01-02,2019-01-04,18843874,UN0163,PR0170,4.0,0.0,A0008,77.78
18183,2019-01-04,2019-01-05,18843874,UN0163,PR0170,4.0,0.0,A0008,51.25
18184,2018-08-24,2018-08-26,18843874,UN0163,PR0170,4.0,0.0,A0008,66.17
18185,2018-09-19,2018-09-21,18843874,UN0163,PR0170,4.0,0.0,A0008,61.82
18186,2018-11-05,2018-11-10,18843874,UN0163,PR0170,4.0,0.0,A0008,48.74
18187,2019-02-09,2019-02-19,18843874,UN0163,PR0170,4.0,0.0,A0008,52.27
18188,2018-09-07,2018-09-09,18843874,UN0163,PR0170,4.0,0.0,A0008,55.84
18189,2018-10-14,2018-10-16,18843874,UN0163,PR0170,4.0,0.0,A0008,60.48
18190,2019-04-30,2019-05-03,18843874,UN0163,PR0170,4.0,0.0,A0008,63.28
18191,2018-11-14,2018-11-15,18843874,UN0163,PR0170,4.0,0.0,A0008,49.44
18192,2018-09-12,2018-09-17,18843874,UN0163,PR0170,4.0,0.0,A0008,62.03
18193,2018-09-02,2018-09-03,18843874,UN0163,PR0170,4.0,0.0,A0008,49.74
18194,2018-12-20,2018-12-21,18843874,UN0163,PR0170,4.0,0.0,A0008,62.29
18195,2018-08-28,2018-08-31,18843874,UN0163,PR0170,4.0,0.0,A0008,67.5
18196,2018-09-27,2018-10-02,18843874,UN0163,PR0170,4.0,0.0,A0008,61.69
18197,2018-12-03,2018-12-06,18843874,UN0163,PR0170,4.0,0.0,A0008,63.0
18198,2019-04-11,2019-04-14,18843874,UN0163,PR0170,4.0,0.0,A0008,42.9
18199,2018-10-21,2018-10-22,18843874,UN0163,PR0170,4.0,0.0,A0008,47.41
18200,2019-01-14,2019-01-16,18843874,UN0163,PR0170,4.0,0.0,A0008,51.69
18201,2019-08-10,2019-08-12,18843874,UN0163,PR0170,4.0,0.0,A0008,68.9
18202,2019-10-13,2019-10-17,18843874,UN0163,PR0170,4.0,0.0,A0008,51.14
18203,2019-09-27,2019-09-30,18843874,UN0163,PR0170,4.0,0.0,A0008,70.33
18204,2019-10-17,2019-10-23,18843874,UN0163,PR0170,4.0,0.0,A0008,51.09
18205,2019-05-08,2019-05-10,18843874,UN0163,PR0170,4.0,0.0,A0008,62.89
18206,2020-01-02,2020-01-05,18843874,UN0163,PR0170,4.0,0.0,A0008,77.09
18207,2019-07-25,2019-07-29,18843874,UN0163,PR0170,4.0,0.0,A0008,69.95
18208,2016-05-05,2016-05-07,18843874,UN0163,PR0170,4.0,0.0,A0008,141.65
18209,2016-07-23,2016-07-27,18843874,UN0163,PR0170,4.0,0.0,A0008,155.22
18210,2016-04-01,2016-04-03,18843874,UN0163,PR0170,4.0,0.0,A0008,79.08
18211,2017-02-13,2017-02-15,18843874,UN0163,PR0170,4.0,0.0,A0008,63.52
18212,2015-10-23,2015-10-24,18843874,UN0163,PR0170,4.0,0.0,A0008,29.0
18213,2016-08-05,2016-08-07,18843874,UN0163,PR0170,4.0,0.0,A0008,81.7
18214,2016-06-26,2016-06-28,18843874,UN0163,PR0170,4.0,0.0,A0008,142.34
18215,2017-04-15,2017-04-18,18843874,UN0163,PR0170,4.0,0.0,A0008,53.39
18216,2016-09-20,2016-09-23,18843874,UN0163,PR0170,4.0,0.0,A0008,74.09
18217,2017-02-25,2017-02-26,18843874,UN0163,PR0170,4.0,0.0,A0008,69.22
18218,2016-11-09,2016-11-11,18843874,UN0163,PR0170,4.0,0.0,A0008,65.04
18219,2015-12-26,2015-12-28,18843874,UN0163,PR0170,4.0,0.0,A0008,35.0
18220,2017-04-28,2017-05-02,18843874,UN0163,PR0170,4.0,0.0,A0008,57.73
18221,2016-06-25,2016-06-26,18843874,UN0163,PR0170,4.0,0.0,A0008,80.15
18222,2015-12-29,2015-12-30,18843874,UN0163,PR0170,4.0,0.0,A0008,43.0
18223,2016-10-02,2016-10-05,18843874,UN0163,PR0170,4.0,0.0,A0008,75.01
18224,2016-07-10,2016-07-12,18843874,UN0163,PR0170,4.0,0.0,A0008,165.77
18225,2016-08-19,2016-08-21,18843874,UN0163,PR0170,4.0,0.0,A0008,86.29
18226,2016-09-11,2016-09-13,18843874,UN0163,PR0170,4.0,0.0,A0008,73.95
18227,2016-11-19,2016-11-21,18843874,UN0163,PR0170,4.0,0.0,A0008,63.69
18228,2017-01-12,2017-01-14,18843874,UN0163,PR0170,4.0,0.0,A0008,63.82
18229,2017-03-16,2017-03-21,18843874,UN0163,PR0170,4.0,0.0,A0008,68.22
18230,2016-06-07,2016-06-14,18843874,UN0163,PR0170,4.0,0.0,A0008,142.52
18231,2016-10-27,2016-11-01,18843874,UN0163,PR0170,4.0,0.0,A0008,74.84
18232,2016-12-11,2016-12-12,18843874,UN0163,PR0170,4.0,0.0,A0008,68.98
18233,2015-11-21,2015-11-22,18843874,UN0163,PR0170,4.0,0.0,A0008,29.0
18234,2016-12-28,2017-01-02,18843874,UN0163,PR0170,4.0,0.0,A0008,62.91
18235,2015-10-15,2015-10-18,18843874,UN0163,PR0170,4.0,0.0,A0008,29.0
18236,2016-02-01,2016-02-02,18843874,UN0163,PR0170,4.0,0.0,A0008,64.0
18237,2016-07-08,2016-07-10,18843874,UN0163,PR0170,4.0,0.0,A0008,146.34
18238,2016-02-04,2016-02-06,18843874,UN0163,PR0170,4.0,0.0,A0008,64.0
18239,2016-12-25,2016-12-27,18843874,UN0163,PR0170,4.0,0.0,A0008,63.07
18240,2016-03-28,2016-03-29,18843874,UN0163,PR0170,4.0,0.0,A0008,55.82
18241,2016-09-16,2016-09-18,18843874,UN0163,PR0170,4.0,0.0,A0008,73.7
18242,2017-05-25,2017-05-27,18843874,UN0163,PR0170,4.0,0.0,A0008,64.5
18243,2017-07-24,2017-07-25,18843874,UN0163,PR0170,4.0,0.0,A0008,54.98
18244,2017-08-03,2017-08-09,18843874,UN0163,PR0170,4.0,0.0,A0008,54.96
18245,2016-07-19,2016-07-23,18843874,UN0163,PR0170,4.0,0.0,A0008,146.77
18246,2017-07-30,2017-08-02,18843874,UN0163,PR0170,4.0,0.0,A0008,54.92
18247,2017-04-09,2017-04-11,18843874,UN0163,PR0170,4.0,0.0,A0008,53.51
18248,2016-04-21,2016-04-25,18843874,UN0163,PR0170,4.0,0.0,A0008,72.9
18249,2015-10-20,2015-10-22,18843874,UN0163,PR0170,4.0,0.0,A0008,29.0
18250,2017-04-22,2017-04-25,18843874,UN0163,PR0170,4.0,0.0,A0008,53.24
18251,2017-09-16,2017-09-21,18843874,UN0163,PR0170,4.0,0.0,A0008,71.15
18252,2017-08-21,2017-08-23,18843874,UN0163,PR0170,4.0,0.0,A0008,68.87
18253,2015-11-01,2015-11-03,18843874,UN0163,PR0170,4.0,0.0,A0008,29.0
18254,2016-02-16,2016-02-17,18843874,UN0163,PR0170,4.0,0.0,A0008,64.0
18255,2016-07-30,2016-08-02,18843874,UN0163,PR0170,4.0,0.0,A0008,146.93
18256,2016-05-02,2016-05-04,18843874,UN0163,PR0170,4.0,0.0,A0008,76.08
18257,2016-01-01,2016-01-03,18843874,UN0163,PR0170,4.0,0.0,A0008,42.5
18258,2017-09-01,2017-09-03,18843874,UN0163,PR0170,4.0,0.0,A0008,70.82
18259,2015-11-22,2015-11-28,18843874,UN0163,PR0170,4.0,0.0,A0008,29.17
18260,2017-04-18,2017-04-20,18843874,UN0163,PR0170,4.0,0.0,A0008,53.47
18261,2019-04-24,2019-04-25,18843874,UN0163,PR0170,4.0,0.0,A0008,52.12
18262,2017-05-30,2017-06-02,18843874,UN0163,PR0170,4.0,0.0,A0008,67.58
18263,2017-08-10,2017-08-14,18843874,UN0163,PR0170,4.0,0.0,A0008,54.85
18264,2017-09-03,2017-09-05,18843874,UN0163,PR0170,4.0,0.0,A0008,54.99
18265,2017-05-29,2017-06-02,18843874,UN0163,PR0170,4.0,0.0,A0008,66.91
18266,2017-06-22,2017-06-23,18843874,UN0163,PR0170,4.0,0.0,A0008,55.86
18267,2017-10-17,2017-10-22,18843874,UN0163,PR0170,4.0,0.0,A0008,54.24
18268,2018-07-20,2018-07-21,18843874,UN0163,PR0170,4.0,0.0,A0008,63.34
18269,2017-10-08,2017-10-09,18843874,UN0163,PR0170,4.0,0.0,A0008,69.8
18270,2017-07-08,2017-07-18,18843874,UN0163,PR0170,4.0,0.0,A0008,84.14
18271,2017-06-09,2017-06-11,18843874,UN0163,PR0170,4.0,0.0,A0008,77.94
18272,2017-07-28,2017-07-30,18843874,UN0163,PR0170,4.0,0.0,A0008,54.92
18273,2018-04-28,2018-04-30,18843874,UN0163,PR0170,4.0,0.0,A0008,59.73
18274,2017-09-25,2017-09-26,18843874,UN0163,PR0170,4.0,0.0,A0008,69.2
18275,2017-08-19,2017-08-22,18843874,UN0163,PR0170,4.0,0.0,A0008,54.84
18276,2018-07-27,2018-07-29,18843874,UN0163,PR0170,4.0,0.0,A0008,63.78
18277,2018-07-27,2018-07-30,18843874,UN0163,PR0170,4.0,0.0,A0008,76.35
18278,2018-04-09,2018-04-14,18843874,UN0163,PR0170,4.0,0.0,A0008,60.05
18279,2017-11-28,2017-11-29,18843874,UN0163,PR0170,4.0,0.0,A0008,156.7
18280,2018-07-30,2018-08-04,18843874,UN0163,PR0170,4.0,0.0,A0008,63.9
18281,2017-08-31,2017-09-03,18843874,UN0163,PR0170,4.0,0.0,A0008,47.24
18282,2017-12-26,2017-12-29,18843874,UN0163,PR0170,4.0,0.0,A0008,74.17
18283,2018-07-31,2018-08-03,18843874,UN0163,PR0170,4.0,0.0,A0008,65.81
18284,2017-09-08,2017-09-11,18843874,UN0163,PR0170,4.0,0.0,A0008,72.36
18285,2018-05-04,2018-05-06,18843874,UN0163,PR0170,4.0,0.0,A0008,59.21
18286,2017-09-05,2017-09-06,18843874,UN0163,PR0170,4.0,0.0,A0008,71.07
18287,2018-06-16,2018-06-18,18843874,UN0163,PR0170,4.0,0.0,A0008,65.73
18288,2018-01-17,2018-01-19,18843874,UN0163,PR0170,4.0,0.0,A0008,62.62
18289,2018-06-02,2018-06-04,18843874,UN0163,PR0170,4.0,0.0,A0008,66.26
18290,2017-08-28,2017-09-01,18843874,UN0163,PR0170,4.0,0.0,A0008,54.98
18291,2017-08-28,2017-08-31,18843874,UN0163,PR0170,4.0,0.0,A0008,87.28
18292,2018-07-04,2018-07-06,18843874,UN0163,PR0170,4.0,0.0,A0008,67.44
18293,2017-08-24,2017-08-25,18843874,UN0163,PR0170,4.0,0.0,A0008,71.4
18294,2017-08-24,2017-08-25,18843874,UN0163,PR0170,4.0,0.0,A0008,68.93
18295,2017-11-02,2017-11-05,18843874,UN0163,PR0170,4.0,0.0,A0008,54.14
18296,2018-08-03,2018-08-04,18843874,UN0163,PR0170,4.0,0.0,A0008,62.99
18297,2018-07-14,2018-07-21,18843874,UN0163,PR0170,4.0,0.0,A0008,69.68
18298,2017-09-29,2017-10-01,18843874,UN0163,PR0170,4.0,0.0,A0008,70.08
18299,2017-09-23,2017-09-25,18843874,UN0163,PR0170,4.0,0.0,A0008,69.29
18300,2018-06-19,2018-06-20,18843874,UN0163,PR0170,4.0,0.0,A0008,76.38
18301,2018-07-18,2018-07-20,18843874,UN0163,PR0170,4.0,0.0,A0008,63.84
18302,2018-07-21,2018-07-27,18843874,UN0163,PR0170,4.0,0.0,A0008,63.34
18303,2018-07-08,2018-07-11,18843874,UN0163,PR0170,4.0,0.0,A0008,68.68
18304,2018-01-03,2018-01-05,18843874,UN0163,PR0170,4.0,0.0,A0008,72.42
18305,2018-06-29,2018-07-02,18843874,UN0163,PR0170,4.0,0.0,A0008,66.83
18306,2017-11-12,2017-11-15,18843874,UN0163,PR0170,4.0,0.0,A0008,69.63
18307,2018-05-07,2018-05-09,18843874,UN0163,PR0170,4.0,0.0,A0008,55.59
18308,2018-07-07,2018-07-11,12496285,UN0154,PR0170,4.0,0.0,A0008,46.03
18309,2016-08-02,2016-08-06,12496285,UN0154,PR0170,4.0,0.0,A0008,38.91
18310,2017-01-10,2017-01-12,12496285,UN0154,PR0170,4.0,0.0,A0008,32.05
18311,2016-08-28,2016-09-01,12496285,UN0154,PR0170,4.0,0.0,A0008,40.83
18312,2016-09-14,2016-09-15,12496285,UN0154,PR0170,4.0,0.0,A0008,36.88
18313,2017-06-10,2017-06-13,12496285,UN0154,PR0170,4.0,0.0,A0008,39.36
18314,2016-11-15,2016-11-19,12496285,UN0154,PR0170,4.0,0.0,A0008,32.34
18315,2016-05-05,2016-05-06,12496285,UN0154,PR0170,4.0,0.0,A0008,31.64
18316,2017-02-04,2017-02-11,12496285,UN0154,PR0170,4.0,0.0,A0008,31.74
18317,2017-04-06,2017-04-08,12496285,UN0154,PR0170,4.0,0.0,A0008,28.51
18318,2016-08-01,2016-08-04,12496285,UN0154,PR0170,4.0,0.0,A0008,40.96
18319,2017-02-14,2017-02-17,12496285,UN0154,PR0170,4.0,0.0,A0008,31.7
18320,2016-10-25,2016-10-26,12496285,UN0154,PR0170,4.0,0.0,A0008,37.09
18321,2017-02-18,2017-02-21,12496285,UN0154,PR0170,4.0,0.0,A0008,31.65
18322,2016-11-13,2016-11-15,12496285,UN0154,PR0170,4.0,0.0,A0008,32.31
18323,2016-05-06,2016-05-08,12496285,UN0154,PR0170,4.0,0.0,A0008,31.58
18324,2016-08-22,2016-08-25,12496285,UN0154,PR0170,4.0,0.0,A0008,40.4
18325,2016-08-10,2016-08-13,12496285,UN0154,PR0170,4.0,0.0,A0008,41.14
18326,2016-06-26,2016-06-30,12496285,UN0154,PR0170,4.0,0.0,A0008,35.28
18327,2016-10-09,2016-10-10,12496285,UN0154,PR0170,4.0,0.0,A0008,37.95
18328,2017-02-25,2017-02-27,12496285,UN0154,PR0170,4.0,0.0,A0008,31.6
18329,2016-10-22,2016-11-02,12496285,UN0154,PR0170,4.0,0.0,A0008,33.46
18330,2016-07-22,2016-07-29,12496285,UN0154,PR0170,4.0,0.0,A0008,36.69
18331,2017-08-08,2017-08-13,12496285,UN0154,PR0170,4.0,0.0,A0008,43.73
18332,2016-07-09,2016-07-17,12496285,UN0154,PR0170,4.0,0.0,A0008,29.53
18333,2017-06-21,2017-06-24,12496285,UN0154,PR0170,4.0,0.0,A0008,27.64
18334,2017-06-08,2017-06-09,12496285,UN0154,PR0170,4.0,0.0,A0008,36.98
18335,2016-06-25,2016-06-26,12496285,UN0154,PR0170,4.0,0.0,A0008,35.61
18336,2016-02-13,2016-02-15,12496285,UN0154,PR0170,4.0,0.0,A0008,32.0
18337,2016-06-12,2016-06-15,12496285,UN0154,PR0170,4.0,0.0,A0008,40.32
18338,2016-09-13,2016-09-14,12496285,UN0154,PR0170,4.0,0.0,A0008,36.87
18339,2016-12-01,2016-12-05,12496285,UN0154,PR0170,4.0,0.0,A0008,16.12
18340,2016-11-20,2016-11-22,12496285,UN0154,PR0170,4.0,0.0,A0008,32.42
18341,2016-11-04,2016-11-08,12496285,UN0154,PR0170,4.0,0.0,A0008,33.08
18342,2016-10-07,2016-10-10,12496285,UN0154,PR0170,4.0,0.0,A0008,25.3
18343,2016-05-19,2016-05-24,12496285,UN0154,PR0170,4.0,0.0,A0008,31.06
18344,2016-06-19,2016-06-23,12496285,UN0154,PR0170,4.0,0.0,A0008,34.76
18345,2016-07-06,2016-07-07,12496285,UN0154,PR0170,4.0,0.0,A0008,34.6
18346,2016-05-28,2016-06-03,12496285,UN0154,PR0170,4.0,0.0,A0008,32.29
18347,2016-09-02,2016-09-06,12496285,UN0154,PR0170,4.0,0.0,A0008,36.9
18348,2016-09-02,2016-09-07,12496285,UN0154,PR0170,4.0,0.0,A0008,36.89
18349,2017-03-06,2017-03-07,12496285,UN0154,PR0170,4.0,0.0,A0008,35.94
18350,2017-01-23,2017-01-24,12496285,UN0154,PR0170,4.0,0.0,A0008,32.08
18351,2017-03-27,2017-03-29,12496285,UN0154,PR0170,4.0,0.0,A0008,36.58
18352,2017-02-27,2017-03-02,12496285,UN0154,PR0170,4.0,0.0,A0008,33.24
18353,2017-04-25,2017-04-28,12496285,UN0154,PR0170,4.0,0.0,A0008,19.07
18354,2016-05-08,2016-05-10,12496285,UN0154,PR0170,4.0,0.0,A0008,31.87
18355,2017-01-07,2017-01-10,12496285,UN0154,PR0170,4.0,0.0,A0008,31.57
18356,2016-04-17,2016-04-20,12496285,UN0154,PR0170,4.0,0.0,A0008,36.63
18357,2017-04-11,2017-04-13,12496285,UN0154,PR0170,4.0,0.0,A0008,28.63
18358,2017-03-09,2017-03-11,12496285,UN0154,PR0170,4.0,0.0,A0008,36.35
18359,2016-12-25,2016-12-28,12496285,UN0154,PR0170,4.0,0.0,A0008,31.64
18360,2016-09-16,2016-09-21,12496285,UN0154,PR0170,4.0,0.0,A0008,37.15
18361,2017-03-05,2017-03-06,12496285,UN0154,PR0170,4.0,0.0,A0008,35.99
18362,2016-05-13,2016-05-15,12496285,UN0154,PR0170,4.0,0.0,A0008,31.95
18363,2017-05-18,2017-05-25,12496285,UN0154,PR0170,4.0,0.0,A0008,32.75
18364,2016-06-04,2016-06-06,12496285,UN0154,PR0170,4.0,0.0,A0008,34.16
18365,2016-12-07,2016-12-08,12496285,UN0154,PR0170,4.0,0.0,A0008,32.26
18366,2016-09-25,2016-09-28,12496285,UN0154,PR0170,4.0,0.0,A0008,25.16
18367,2016-06-09,2016-06-11,12496285,UN0154,PR0170,4.0,0.0,A0008,34.75
18368,2017-08-07,2017-08-08,12496285,UN0154,PR0170,4.0,0.0,A0008,43.69
18369,2016-07-25,2016-07-27,12496285,UN0154,PR0170,4.0,0.0,A0008,38.56
18370,2017-10-01,2017-10-03,12496285,UN0154,PR0170,4.0,0.0,A0008,35.04
18371,2016-09-22,2016-09-26,12496285,UN0154,PR0170,4.0,0.0,A0008,32.8
18372,2016-10-10,2016-10-11,12496285,UN0154,PR0170,4.0,0.0,A0008,37.98
18373,2016-09-07,2016-09-13,12496285,UN0154,PR0170,4.0,0.0,A0008,37.45
18374,2016-11-24,2016-11-26,12496285,UN0154,PR0170,4.0,0.0,A0008,32.22
18375,2016-10-13,2016-10-14,12496285,UN0154,PR0170,4.0,0.0,A0008,36.79
18376,2016-10-19,2016-10-21,12496285,UN0154,PR0170,4.0,0.0,A0008,37.67
18377,2017-03-15,2017-03-16,12496285,UN0154,PR0170,4.0,0.0,A0008,36.0
18378,2017-07-26,2017-08-01,12496285,UN0154,PR0170,4.0,0.0,A0008,42.1
18379,2017-05-08,2017-05-11,12496285,UN0154,PR0170,4.0,0.0,A0008,36.04
18380,2017-05-28,2017-06-01,12496285,UN0154,PR0170,4.0,0.0,A0008,35.84
18381,2017-07-23,2017-07-25,12496285,UN0154,PR0170,4.0,0.0,A0008,42.45
18382,2016-07-03,2016-07-06,12496285,UN0154,PR0170,4.0,0.0,A0008,35.08
18383,2017-04-09,2017-04-10,12496285,UN0154,PR0170,4.0,0.0,A0008,36.08
18384,2017-07-05,2017-07-07,12496285,UN0154,PR0170,4.0,0.0,A0008,29.82
18385,2017-04-01,2017-04-02,12496285,UN0154,PR0170,4.0,0.0,A0008,28.0
18386,2016-10-14,2016-10-16,12496285,UN0154,PR0170,4.0,0.0,A0008,37.46
18387,2017-07-04,2017-07-05,12496285,UN0154,PR0170,4.0,0.0,A0008,36.81
18388,2017-04-19,2017-04-24,12496285,UN0154,PR0170,4.0,0.0,A0008,28.63
18389,2017-09-04,2017-09-06,12496285,UN0154,PR0170,4.0,0.0,A0008,35.38
18390,2016-09-26,2016-10-10,12496285,UN0154,PR0170,4.0,0.0,A0008,33.91
18391,2017-06-02,2017-06-03,12496285,UN0154,PR0170,4.0,0.0,A0008,37.04
18392,2017-08-16,2017-08-18,12496285,UN0154,PR0170,4.0,0.0,A0008,43.25
18393,2017-09-21,2017-09-22,12496285,UN0154,PR0170,4.0,0.0,A0008,35.33
18394,2017-03-31,2017-04-05,12496285,UN0154,PR0170,4.0,0.0,A0008,11.4
18395,2017-05-13,2017-05-15,12496285,UN0154,PR0170,4.0,0.0,A0008,36.0
18396,2016-01-11,2016-01-12,12496285,UN0154,PR0170,4.0,0.0,A0008,32.0
18397,2017-08-18,2017-08-19,12496285,UN0154,PR0170,4.0,0.0,A0008,9.8
18398,2017-08-23,2017-08-25,12496285,UN0154,PR0170,4.0,0.0,A0008,35.96
18399,2017-10-17,2017-10-18,12496285,UN0154,PR0170,4.0,0.0,A0008,34.92
