,checkin_day,checkin_month,checkin_year,checkout_day,checkout_month,checkout_year,listing_id,unit_id,property_id,area_id,type_1.0,type_2.0,type_3.0,type_4.0,type_5.0,design_0.0,design_1.0,design_2.0,design_3.0,design_4.0,design_5.0,usd
17188,30,3,2019,2,4,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,36.83
17189,30,5,2019,31,5,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,34.8
17190,23,8,2019,24,8,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,35.68
17191,18,9,2019,23,9,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,38.14
17192,26,7,2019,28,7,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,39.0
17193,7,8,2019,10,8,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,39.6
17194,18,5,2019,19,5,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,34.68
17195,4,10,2019,5,10,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,30.36
17196,28,9,2019,2,10,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,37.63
17197,15,9,2019,17,9,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,38.4
17198,25,7,2019,26,7,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,50.04
17199,5,9,2019,7,9,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,38.0
17200,14,10,2019,16,10,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,37.91
17201,23,9,2019,26,9,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,38.07
17202,11,7,2019,12,7,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,38.76
17203,27,4,2019,28,4,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,28.57
17204,24,4,2019,29,4,2019,343,210,19,2,0,0,0,1,0,0,0,0,1,0,0,32.07
17205,23,1,2019,27,1,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.35
17206,8,3,2019,9,3,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.18
17207,19,1,2019,20,1,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.3
17208,11,12,2018,15,12,2018,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.49
17209,10,3,2019,12,3,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,25.46
17210,4,12,2018,6,12,2018,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,27.08
17211,13,3,2019,17,3,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,25.75
17212,17,7,2019,20,7,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,29.78
17213,29,11,2018,2,12,2018,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.98
17214,10,8,2019,12,8,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,30.33
17215,8,9,2019,11,9,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,29.08
17216,6,10,2019,9,10,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,29.0
17217,12,10,2019,14,10,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.77
17218,1,8,2019,4,8,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,30.4
17219,29,6,2019,5,7,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,29.51
17220,5,2,2019,8,2,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,27.67
17221,21,3,2019,23,3,2019,344,210,19,2,0,0,0,1,0,0,0,0,1,0,0,26.92
17222,6,2,2019,10,2,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,45.29
17223,30,4,2019,2,5,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,52.09
17224,10,2,2019,11,2,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,33.64
17225,16,2,2019,17,2,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,31.77
17226,13,2,2019,15,2,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,29.03
17227,25,2,2019,28,2,2019,345,206,19,2,0,0,0,1,0,0,0,0,1,0,0,30.92
17228,6,2,2019,8,2,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,26.99
17229,19,4,2019,22,4,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,124.34
17230,25,8,2019,27,8,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,116.3
17231,2,10,2019,3,10,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,123.06
17232,24,3,2019,25,3,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,28.28
17233,5,5,2019,8,5,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,112.83
17234,28,7,2019,30,7,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,141.3
17235,12,8,2019,14,8,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,115.99
17236,2,1,2020,5,1,2020,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,115.22
17237,21,6,2019,22,6,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,117.41
17238,22,5,2019,24,5,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,110.73
17239,15,2,2019,19,2,2019,346,211,19,2,0,0,0,1,0,0,0,0,1,0,0,23.91
17240,26,2,2019,2,3,2019,347,208,19,2,0,0,0,1,0,0,0,0,1,0,0,30.93
17241,4,12,2018,8,12,2018,347,208,19,2,0,0,0,1,0,0,0,0,1,0,0,27.08
17242,30,6,2019,4,7,2019,347,208,19,2,0,0,0,1,0,0,0,0,1,0,0,29.5
17243,25,9,2019,28,9,2019,348,207,19,2,0,0,0,1,0,0,0,0,1,0,0,38.32
17244,16,5,2019,18,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17245,28,4,2019,30,4,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17246,14,4,2019,18,4,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17247,23,9,2018,25,9,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17248,31,8,2018,3,9,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17249,14,8,2018,17,8,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17250,5,9,2018,7,9,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17251,5,9,2018,8,9,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17252,25,12,2018,28,12,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17253,10,7,2019,12,7,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,28.69
17254,8,9,2018,11,9,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17255,27,8,2018,28,8,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17256,2,6,2019,6,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.72
17257,3,5,2019,12,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17258,25,8,2018,27,8,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17259,13,3,2019,18,3,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17260,1,6,2019,2,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.72
17261,17,7,2019,21,7,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,33.76
17262,19,5,2019,20,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17263,28,6,2019,2,7,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,27.66
17264,12,5,2019,14,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17265,14,6,2019,17,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.75
17266,7,6,2019,10,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.87
17267,30,5,2019,1,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.6
17268,27,10,2019,28,10,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,30.83
17269,30,12,2019,31,12,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.95
17270,26,6,2019,28,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,26.02
17271,30,7,2019,3,8,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,29.82
17272,13,8,2019,16,8,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,31.84
17273,18,8,2019,19,8,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.05
17274,18,5,2019,19,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17275,18,6,2019,22,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17276,26,5,2019,28,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17277,8,7,2019,10,7,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,28.74
17278,12,6,2019,14,6,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.88
17279,22,5,2019,23,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,25.38
17280,14,5,2019,16,5,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17281,26,4,2019,27,4,2019,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17282,4,5,2018,5,5,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,22.0
17283,13,5,2018,14,5,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17284,11,4,2018,17,4,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17285,5,6,2018,7,6,2018,349,212,20,1,0,0,0,1,0,1,0,0,0,0,0,27.0
17286,19,10,2018,22,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.79
17287,7,10,2018,10,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.8
17288,24,10,2018,26,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.77
17289,23,10,2018,24,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.78
17290,4,9,2018,6,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.29
17291,18,11,2018,23,11,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.55
17292,17,8,2018,21,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.9
17293,11,11,2018,12,11,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.8
17294,15,9,2018,16,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.56
17295,9,9,2018,12,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.52
17296,29,9,2018,30,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.36
17297,23,9,2018,26,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.53
17298,21,9,2018,22,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.53
17299,14,9,2018,15,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.56
17300,31,8,2018,1,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.59
17301,14,8,2018,17,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.92
17302,1,9,2018,3,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.59
17303,21,12,2018,22,12,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.93
17304,7,9,2018,9,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.52
17305,6,9,2018,7,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.38
17306,6,9,2018,9,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.38
17307,22,10,2018,23,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.77
17308,21,8,2018,23,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.99
17309,28,10,2018,30,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.75
17310,2,11,2018,6,11,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.32
17311,16,9,2018,20,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.38
17312,23,8,2018,25,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.92
17313,30,10,2018,31,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,25.5
17314,11,10,2018,12,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.69
17315,27,8,2018,28,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.93
17316,13,10,2018,15,10,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.75
17317,13,9,2018,14,9,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.56
17318,25,8,2018,27,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.92
17319,25,8,2018,27,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.92
17320,31,10,2018,1,11,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,25.52
17321,2,7,2018,3,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.7
17322,12,8,2018,16,8,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.25
17323,12,11,2018,16,11,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.2
17324,16,5,2018,18,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.46
17325,3,6,2018,8,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.59
17326,20,5,2018,23,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.6
17327,29,7,2018,30,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,25.37
17328,11,3,2018,13,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,11.91
17329,10,7,2018,11,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.81
17330,28,4,2018,1,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.53
17331,27,6,2018,29,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.49
17332,15,6,2018,17,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.91
17333,26,2,2018,28,2,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,28.33
17334,3,7,2018,8,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.47
17335,9,4,2018,16,4,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,40.07
17336,10,5,2018,13,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,8.94
17337,10,5,2018,12,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.82
17338,30,3,2018,1,4,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,28.41
17339,13,3,2018,14,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.06
17340,11,7,2018,14,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.49
17341,3,3,2018,4,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,35.13
17342,5,5,2018,9,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.23
17343,18,5,2018,20,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.29
17344,12,2,2018,15,2,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,21.27
17345,17,6,2018,22,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.37
17346,12,3,2018,13,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.28
17347,28,5,2018,2,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.27
17348,6,4,2018,7,4,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.92
17349,23,3,2018,25,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.56
17350,5,3,2018,10,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,40.13
17351,9,6,2018,12,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.47
17352,13,5,2018,16,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,39.53
17353,22,6,2018,27,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.07
17354,26,4,2018,27,4,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.76
17355,2,4,2018,4,4,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,40.19
17356,3,5,2018,5,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.47
17357,1,5,2018,2,5,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,26.7
17358,12,6,2018,15,6,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.39
17359,29,6,2018,1,7,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.67
17360,26,3,2018,30,3,2018,350,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.49
17361,12,3,2019,17,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.35
17362,21,4,2019,22,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.18
17363,22,4,2019,23,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.18
17364,3,4,2019,5,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.95
17365,18,4,2019,21,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.18
17366,6,3,2019,9,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.6
17367,25,8,2019,27,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.17
17368,28,2,2019,2,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.77
17369,2,10,2019,4,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.52
17370,23,3,2019,25,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.33
17371,12,7,2019,14,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,42.16
17372,14,12,2018,15,12,2018,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.58
17373,13,4,2019,14,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.09
17374,26,12,2018,28,12,2018,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,39.63
17375,19,3,2019,22,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.37
17376,9,3,2019,11,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.23
17377,4,12,2018,5,12,2018,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.15
17378,1,6,2019,3,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.2
17379,17,7,2019,21,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.99
17380,4,3,2019,5,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.65
17381,19,5,2019,25,5,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.95
17382,30,3,2019,3,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.84
17383,22,6,2019,26,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.45
17384,4,2,2019,5,2,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.53
17385,28,6,2019,29,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.64
17386,29,8,2019,31,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.21
17387,31,7,2019,3,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,35.32
17388,8,6,2019,11,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.12
17389,29,9,2019,30,9,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,35.07
17390,7,6,2019,8,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.12
17391,7,6,2019,18,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.38
17392,27,9,2019,29,9,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,39.7
17393,15,12,2019,17,12,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.0
17394,17,5,2019,18,5,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.14
17395,17,5,2019,18,5,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,30.95
17396,24,10,2019,26,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.79
17397,15,8,2019,16,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.34
17398,22,8,2019,24,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.41
17399,24,8,2019,25,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.17
17400,7,10,2019,14,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.6
17401,9,12,2019,13,12,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.8
17402,3,8,2019,4,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.2
17403,5,10,2019,6,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.66
17404,7,12,2019,9,12,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.89
17405,6,6,2019,7,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.5
17406,23,7,2019,27,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,32.03
17407,23,7,2019,25,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.82
17408,26,6,2019,27,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.34
17409,26,10,2019,28,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.87
17410,13,8,2019,14,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.23
17411,19,10,2019,20,10,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.64
17412,18,8,2019,19,8,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,36.15
17413,4,12,2019,7,12,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.69
17414,18,6,2019,22,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.22
17415,22,9,2019,24,9,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,35.34
17416,26,5,2019,29,5,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,28.31
17417,12,6,2019,16,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,47.68
17418,4,6,2019,6,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.19
17419,30,6,2019,3,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.64
17420,4,7,2019,7,7,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.62
17421,19,9,2019,20,9,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.8
17422,3,6,2019,4,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,38.15
17423,31,5,2019,1,6,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,28.42
17424,1,5,2019,13,5,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.44
17425,5,4,2019,6,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.98
17426,26,4,2019,28,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.92
17427,26,4,2019,29,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.92
17428,15,4,2019,17,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.8
17429,12,9,2017,13,9,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,42.33
17430,13,2,2019,21,2,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,31.79
17431,24,4,2019,26,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.09
17432,17,3,2019,18,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,27.18
17433,23,4,2019,24,4,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,24.12
17434,25,3,2019,30,3,2019,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.94
17435,22,10,2017,26,10,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.35
17436,3,9,2017,5,9,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.95
17437,29,1,2018,31,1,2018,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,25.27
17438,14,10,2017,16,10,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.4
17439,17,2,2018,20,2,2018,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,23.79
17440,9,9,2017,10,9,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,42.44
17441,29,9,2017,30,9,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.51
17442,17,12,2017,18,12,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,35.8
17443,23,9,2017,24,9,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,42.01
17444,21,12,2017,23,12,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,25.18
17445,7,10,2017,9,10,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,41.35
17446,9,12,2017,12,12,2017,351,213,20,1,0,0,0,1,0,1,0,0,0,0,0,29.89
17447,30,9,2018,3,10,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,236.01
17448,31,12,2018,1,2,2019,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,98.95
17449,15,10,2018,17,10,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,138.73
17450,4,10,2018,5,10,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,139.1
17451,9,2,2019,10,2,2019,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,118.09
17452,29,12,2018,31,12,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,167.64
17453,28,8,2018,30,8,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,181.83
17454,1,12,2018,3,12,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,147.54
17455,6,12,2018,10,12,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,145.33
17456,28,12,2017,3,1,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,157.35
17457,11,1,2018,13,1,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,157.48
17458,26,11,2017,28,11,2017,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,117.07
17459,5,4,2018,6,4,2018,352,214,20,1,0,0,0,1,0,1,0,0,0,0,0,131.16
